"subject" "activity" "tBodyAcc-mean()-Z" "tBodyAcc-std()-X" "tGravityAcc-mean()-Y" "tGravityAcc-mean()-Z" "tGravityAcc-std()-X" "tBodyAccJerk-mean()-Y" "tBodyAccJerk-mean()-Z" "tBodyAccJerk-std()-X" "tBodyGyro-mean()-Y" "tBodyGyro-mean()-Z" "tBodyGyro-std()-X" "tBodyGyroJerk-mean()-Y" "tBodyGyroJerk-mean()-Z" "tBodyGyroJerk-std()-X" "tBodyAccMag-std()" "tGravityAccMag-std()" "tBodyAccJerkMag-std()" "tBodyGyroMag-std()" "tBodyGyroJerkMag-std()" "fBodyAcc-mean()-Y" "fBodyAcc-mean()-Z" "fBodyAcc-std()-X" "fBodyAcc-meanFreq()-Y" "fBodyAcc-meanFreq()-Z" "fBodyAcc-skewness()-X" "fBodyAccJerk-mean()-Y" "fBodyAccJerk-mean()-Z" "fBodyAccJerk-std()-X" "fBodyAccJerk-meanFreq()-Y" "fBodyAccJerk-meanFreq()-Z" "fBodyAccJerk-skewness()-X" "fBodyGyro-mean()-Y" "fBodyGyro-mean()-Z" "fBodyGyro-std()-X" "fBodyGyro-meanFreq()-Y" "fBodyGyro-meanFreq()-Z" "fBodyGyro-skewness()-X" "fBodyAccMag-std()" "fBodyAccMag-skewness()" "fBodyBodyAccJerkMag-std()" "fBodyBodyAccJerkMag-skewness()" "fBodyBodyGyroMag-std()" "fBodyBodyGyroMag-skewness()" "fBodyBodyGyroJerkMag-std()" "fBodyBodyGyroJerkMag-skewness()" "tBodyAcc-std()-Y" "tBodyAcc-std()-Z" "tBodyAcc-mad()-X" "tGravityAcc-std()-Y" "tGravityAcc-std()-Z" "tGravityAcc-mad()-X" "tBodyAccJerk-std()-Y" "tBodyAccJerk-std()-Z" "tBodyAccJerk-mad()-X" "tBodyGyro-std()-Y" "tBodyGyro-std()-Z" "tBodyGyro-mad()-X" "tBodyGyroJerk-std()-Y" "tBodyGyroJerk-std()-Z" "tBodyGyroJerk-mad()-X" "tBodyAccMag-mad()" "tGravityAccMag-mad()" "tBodyAccJerkMag-mad()" "tBodyGyroMag-mad()" "tBodyGyroJerkMag-mad()" "fBodyAcc-std()-Y" "fBodyAcc-std()-Z" "fBodyAcc-mad()-X" "fBodyAccJerk-std()-Y" "fBodyAccJerk-std()-Z" "fBodyAccJerk-mad()-X" "fBodyGyro-std()-Y" "fBodyGyro-std()-Z" "fBodyGyro-mad()-X" "fBodyAccMag-mad()" "fBodyBodyAccJerkMag-mad()" "fBodyBodyGyroMag-mad()" "fBodyBodyGyroJerkMag-mad()"
"7.WALKING" "7" "WALKING" "-0.110912234947368" "-0.327243240701754" "-0.159097003684211" "-0.160846924029807" "-0.979851271403509" "0.0184322723280702" "-0.0210398551649123" "-0.346026226140351" "-0.0837113724842105" "0.0641104602035088" "-0.503313517017544" "-0.0447766029745614" "-0.0495713093294737" "-0.21166729682807" "-0.198554708385965" "-0.198554708385965" "-0.027557329277193" "-0.19828316695614" "-0.0953401161070176" "-0.0641564202736842" "0.0385832252345614" "-0.322034908070175" "0.160434129035088" "0.124630171101754" "0.0513342888315789" "-0.123192887383684" "-0.106490372892632" "-0.365314790947368" "-0.287013819157895" "-0.244831719878947" "-0.104328140180702" "-0.151966687436842" "-0.366733617894737" "-0.563615256666667" "0.273141323315789" "0.0143564054561404" "-0.39034721584386" "-0.351706780526316" "-0.31497558454386" "-0.022138358" "0.114019696645614" "-0.343894914947368" "-0.275164719473684" "-0.0841663774087719" "-0.0977676204263158" "-0.0772618561052631" "0.159631283261403" "-0.338138098070175" "-0.969404155087719" "-0.952159770526316" "-0.980253221754386" "-0.0547448948245614" "-0.149488514397895" "-0.368282375964912" "-0.23109830545614" "-0.396013535263158" "-0.530338025614035" "-0.174136410738596" "-0.458302971403509" "-0.26962451452807" "-0.346372543859649" "-0.346372543859649" "-0.0836576544298246" "-0.182243344226316" "-0.231825092901754" "-0.143721823263158" "0.133316828089298" "-0.302125666245614" "-0.0431917460807018" "-0.190751539207018" "-0.270039497508772" "-0.290859379017544" "-0.463270018245614" "-0.411596271754386" "-0.244029712438597" "-0.0110196331733333" "-0.305556809122807" "-0.0235125810701754"
"8.WALKING" "8" "WALKING" "-0.107252090833333" "-0.173605736002083" "-0.217102194583333" "-0.186267836962021" "-0.974752050208333" "-0.00603947514583333" "-0.000673798876875" "-0.2586886278125" "-0.095791790535" "0.0509657915395833" "-0.1992097184375" "-0.0314880905541667" "-0.0522683965333333" "-0.2460827504375" "-0.1804072826" "-0.1804072826" "-0.184571053979167" "-0.238746703958333" "-0.502957255416667" "0.316982393333333" "-0.238634594791667" "-0.148386858858333" "0.00356163764166667" "0.111947205354167" "0.115443947845833" "0.0796832872416667" "-0.361563262083333" "-0.271448185291667" "-0.4192779011875" "-0.2474853992125" "-0.0927467873" "-0.259729692333333" "-0.132902199479167" "-0.234252005895833" "-0.102881607560417" "-0.218800753760417" "-0.106279511366042" "-0.360818978541667" "-0.524135959791667" "-0.276436130125" "-0.39337843475" "-0.327459577895833" "-0.1877723786375" "-0.581240190833333" "-0.432853508083333" "0.380782052708333" "-0.1420885318125" "-0.20725909954375" "-0.956781505625" "-0.956640104791667" "-0.97548568375" "0.233987544458333" "-0.383200596479167" "-0.20467082399375" "-0.2119972775" "-0.0754447842395833" "-0.197684020020833" "-0.428055700208333" "-0.388446971666667" "-0.18411828086875" "-0.277357521458333" "-0.277357521458333" "-0.224410477935417" "-0.12568642643125" "-0.51298498125" "0.32484493125" "-0.158437341970833" "-0.169019711895833" "0.315883536479167" "-0.4044825094375" "-0.170544255583333" "-0.1908057215" "-0.1429742348125" "-0.108642713470833" "-0.185690477867292" "-0.139854750791667" "-0.2926249009375" "-0.50691238125"
"9.WALKING" "9" "WALKING" "-0.110820512307692" "-0.238353562692308" "-0.0314341738730769" "-0.115856121080385" "-0.980971973653846" "0.0212255910017308" "0.00414762740192308" "-0.206733787961538" "-0.0625598710615385" "0.111629779896154" "-0.476163506730769" "-0.0356283427038462" "-0.0633406620592308" "-0.526985309038462" "-0.37942877" "-0.37942877" "-0.317113487115385" "-0.489725811538462" "-0.599866472692308" "-0.257677616153846" "-0.250806259788462" "-0.218019977423077" "0.0213195015442308" "0.0237831761442308" "0.0289310872669231" "-0.367706595" "-0.399541245192308" "-0.170228340134423" "-0.389047303846154" "-0.366570477826923" "0.179261330969231" "-0.436905860576923" "-0.240222512134615" "-0.507404512692308" "0.0164815831107692" "-0.152103721057692" "-0.151823479534615" "-0.513891953269231" "-0.504246373461538" "-0.322337536730769" "0.236401498353846" "-0.562714528653846" "-0.383847455308077" "-0.624351923653846" "0.104581153011538" "-0.201696960826923" "-0.0579636469030769" "-0.274019834615385" "-0.971242423076923" "-0.955523995576923" "-0.981191667692308" "-0.276929933846154" "-0.409764526153846" "-0.144142941961538" "-0.467054167884615" "-0.265683521346154" "-0.477721646346154" "-0.549200228076923" "-0.457881494038462" "-0.533228818846154" "-0.438346066346154" "-0.438346066346154" "-0.321795386865385" "-0.432959258653846" "-0.609909460384615" "-0.223972558596154" "-0.0337965256573077" "-0.203955246984615" "-0.228380473480769" "-0.419104362884615" "-0.127951391203904" "-0.490990336346154" "-0.342367223269231" "-0.406706326153846" "-0.385332499423077" "-0.339955324980769" "-0.518834853076923" "-0.619287591730769"
"10.WALKING" "10" "WALKING" "-0.109057512132075" "-0.178709734396226" "-0.0838277013962264" "0.0549276242264151" "-0.974435158113208" "0.00408248792641509" "-0.0162953195396226" "-0.0521991013207547" "-0.0819540783760943" "0.0986695731160377" "-0.414205475283019" "-0.0519204981037736" "-0.0611262928849057" "-0.366063723207547" "-0.185602396067925" "-0.185602396067925" "0.037608338009434" "-0.402025135660377" "-0.501027916603774" "0.0533911909886792" "-0.41218272245283" "-0.206366497226415" "0.243797496811321" "0.25896796635283" "-0.312034730754717" "0.0309052018326415" "-0.464020508867925" "-0.0791518267107547" "-0.148445687402075" "0.0557990906603774" "-0.0805457673849057" "-0.345209034528302" "-0.108530029881132" "-0.458292932830189" "-0.122109929924528" "-0.129800372109434" "-0.127485016041509" "-0.370471943962264" "-0.54033403509434" "0.0502087634986792" "-0.123217912330679" "-0.499759796981132" "-0.54119271" "-0.517675799056604" "-0.211127604207547" "-0.0227431651698113" "-0.395645072075472" "-0.24733005790566" "-0.971114719811321" "-0.957862728301887" "-0.974889536981132" "0.0750804952113207" "-0.511662905849057" "-0.0556319089849057" "-0.250853318679245" "-0.174524868603774" "-0.419272329622641" "-0.509683327924528" "-0.329079492641509" "-0.343898269811321" "-0.29065823009434" "-0.29065823009434" "-0.0382092248715094" "-0.322770952830189" "-0.516205243962264" "-0.129775706316981" "-0.435304215660377" "-0.0656030473007547" "0.0484867672264151" "-0.558512650188679" "0.0717956619245283" "-0.204392821584906" "-0.273292866226415" "-0.332955431886792" "-0.204657727362264" "0.104409643150943" "-0.415767771320755" "-0.475174984150943"
"11.WALKING" "11" "WALKING" "-0.106096304033898" "-0.422842071864407" "-0.212045870169492" "0.134053215101695" "-0.98110101440678" "0.0127682476559322" "-0.013364827779661" "-0.428516343559322" "-0.0705104974254237" "0.0843744495507542" "-0.596346930847458" "-0.0514172549559322" "-0.0342677451" "-0.541616397118644" "-0.487735915084746" "-0.487735915084746" "-0.403141284745763" "-0.558362783220339" "-0.753671416101695" "-0.0830478435976271" "-0.616402910169492" "-0.433703311525424" "0.0128761033966102" "0.0404557559132203" "-0.245196742355932" "-0.241801726186441" "-0.69259387220339" "-0.45394304" "-0.427889402576271" "-0.0923919508661017" "-0.283338063559322" "-0.593107398474576" "-0.398293336610169" "-0.623150268983051" "-0.297177112525424" "-0.184065788254237" "-0.266818991922034" "-0.584455992033898" "-0.470869504067797" "-0.41744681559322" "-0.123097658135593" "-0.59974543779661" "-0.414192006508475" "-0.773574064745763" "-0.339185226738983" "-0.0522120750440678" "-0.530626311355932" "-0.456440630677966" "-0.966240553559322" "-0.960852684067797" "-0.981687906779661" "-0.181419230254237" "-0.720654731186441" "-0.425331068813559" "-0.499625287288136" "-0.434178202542373" "-0.612341560847458" "-0.737993755932203" "-0.551079942542373" "-0.507631271355932" "-0.536362931864407" "-0.536362931864407" "-0.419657111016949" "-0.50027263440678" "-0.758969506610169" "-0.0966068285372881" "-0.523093394915254" "-0.33396599779661" "-0.170177403123729" "-0.747564612033898" "-0.333495272881356" "-0.453663184067797" "-0.498554639491525" "-0.514514910338983" "-0.495356495423729" "-0.364305373220339" "-0.553278571355932" "-0.738939143220339"
"12.WALKING" "12" "WALKING" "-0.10316110632" "-0.128898533096" "-0.1559834498" "-0.03608428788" "-0.97911312" "0.0197766948336" "0.005025870328" "-0.01350661106" "-0.03442910782" "0.0999739123004" "-0.5462634706" "-0.049852604592" "-0.0467338151926" "-0.3908072382" "-0.23697286882" "-0.23697286882" "-0.02028505044" "-0.4132083408" "-0.5488904506" "-0.071302455092" "-0.4223253002" "-0.160707260634" "0.149107488714" "0.17080294938" "-0.31497809228" "-0.1413740705982" "-0.4913861728" "-0.03105929456" "-0.22346071292" "-0.18200755164" "-0.077547667516" "-0.4678863378" "-0.31728248436" "-0.5931428818" "-0.025458442506" "-0.027904118422" "-0.21718852984" "-0.4088962994" "-0.4675562234" "-0.013953908696" "-0.074418950665" "-0.4948022154" "-0.3948512825" "-0.5649340126" "-0.11770509176" "-0.122783290008" "-0.4106060626" "-0.17486906168" "-0.9646191738" "-0.9502762272" "-0.9795980258" "-0.089404968585" "-0.512276838" "-0.017184706222" "-0.4494013978" "-0.35017028664" "-0.5689720562" "-0.581290691" "-0.4806421996" "-0.398070388" "-0.3424531686" "-0.3424531686" "-0.075956242686" "-0.3377061764" "-0.5602183082" "-0.20851528006" "-0.4521466944" "0.00108813276588" "-0.094056408433" "-0.5314863218" "0.117497797576" "-0.4437983296" "-0.4222565212" "-0.4691507946" "-0.27334790892" "0.031236851578" "-0.4459583272" "-0.5442967632"
"13.WALKING" "13" "WALKING" "-0.111431456192982" "-0.346980394210526" "-0.283658580877193" "-0.131299718666667" "-0.97254492245614" "0.00308364501403509" "0.00597249011754386" "-0.220910068015789" "-0.0798472502663158" "0.0784205641252632" "-0.376059914210526" "-0.0319849271912281" "-0.0636693233473684" "-0.216812065298246" "-0.292546377017544" "-0.292546377017544" "-0.131788528797719" "-0.253240071964912" "-0.322118379807018" "0.0955150666694737" "-0.246851507561404" "-0.353299848947368" "0.0194304158877193" "0.152160966852632" "-0.0962929640052632" "-0.0439195137368421" "-0.342263716894737" "-0.219716159766667" "-0.447119510526316" "-0.204509715375614" "0.0390831325614035" "-0.256213554508772" "-0.276607954736842" "-0.435714710526316" "0.0741273597017544" "0.126014216489474" "-0.347122330512281" "-0.438388953157895" "-0.390247232982456" "-0.113591923723684" "0.304860146017544" "-0.379951835438597" "-0.304366804421053" "-0.349285611070175" "0.15456672988" "0.141866689392982" "-0.220503537026316" "-0.392011497017544" "-0.960899845614035" "-0.948637587719298" "-0.972739483859649" "0.0565488771722807" "-0.374633172105263" "-0.187562283514035" "-0.290023550315789" "-0.363369948070175" "-0.359021123684211" "-0.35776089977193" "-0.341765824491228" "-0.229087569382456" "-0.356510804736842" "-0.356510804736842" "-0.152350346577193" "-0.199268289912281" "-0.364708513245614" "0.0921968931052632" "-0.269896395250877" "-0.295502779824561" "0.0946741596910526" "-0.406173351578947" "-0.130002243596491" "-0.318618506122807" "-0.455333900526316" "-0.251200003603509" "-0.324740853491228" "-0.158608980887719" "-0.348406772982456" "-0.350288207417544"
"14.WALKING" "14" "WALKING" "-0.106756369135593" "-0.402639098135593" "-0.270314822881356" "-0.422495268474576" "-0.974816884237288" "0.024116023559322" "0.0199723036949153" "-0.454497019661017" "-0.0829682847966102" "0.0513222717627119" "-0.60038822220339" "-0.0438969529084746" "-0.0388825919508475" "-0.571759911525424" "-0.36380562779661" "-0.36380562779661" "-0.439746918474576" "-0.201401930542373" "-0.606103313898305" "-0.174601844847458" "-0.177366434042373" "-0.395859985762712" "-0.143666881322034" "-0.175528830052542" "-0.00927200905915254" "-0.376766600508475" "-0.415899179152542" "-0.484797709830508" "-0.363463832288136" "-0.323114421728814" "-0.180522480920339" "-0.215894949525424" "-0.212925759152542" "-0.630082075932203" "-0.420295651864407" "-0.36097030020339" "-0.213936051291525" "-0.457490009491525" "-0.327181063254237" "-0.453426008983051" "0.13885778909322" "-0.265504551525424" "-0.204272035922034" "-0.65567766220339" "-0.380792587898305" "-0.0536126686650847" "0.0518841040022034" "-0.441842798983051" "-0.954455935762712" "-0.947516969830508" "-0.975273528135593" "-0.344339569152542" "-0.472791088644068" "-0.431161853050847" "-0.0148392604279661" "-0.12609080020339" "-0.60714323779661" "-0.536737701694915" "-0.497187687966102" "-0.548553089830508" "-0.408988498135593" "-0.408988498135593" "-0.457269623898305" "-0.113305719557966" "-0.619601265423729" "-0.0542709972186441" "0.0854892136933898" "-0.370974096779661" "-0.353526894237288" "-0.528889535084746" "-0.399481703559322" "0.0832950551222034" "-0.180232949016949" "-0.526587447288136" "-0.359694489661017" "-0.447191129491525" "-0.231664003440678" "-0.598137272711864"
"15.WALKING" "15" "WALKING" "-0.107621819518519" "-0.327961801111111" "-0.233918282592593" "0.0757356734814815" "-0.978397287962963" "0.00890588563518519" "0.000658706162574074" "-0.373217585" "-0.06124278833" "0.0842484921022222" "-0.329624620185185" "-0.0552536572125926" "-0.0510976492333333" "-0.283767987222222" "-0.323878324074074" "-0.323878324074074" "-0.310071425166667" "-0.425798469148148" "-0.63778595537037" "0.111321097159074" "-0.554942138148148" "-0.332520626851852" "0.0291755441388148" "-0.00590768681611111" "-0.202200201137037" "-0.0669378062222222" "-0.648905254074074" "-0.411500068148148" "-0.330560047666667" "-0.186832027011111" "-0.221193967135185" "-0.535422096111111" "-0.461464065555556" "-0.357633378703704" "-0.339593023611111" "-0.0485169126196296" "0.0067371368787037" "-0.458344792407407" "-0.516745128888889" "-0.342411927851852" "-0.264819566414815" "-0.481750218518519" "-0.418638755740741" "-0.654010147222222" "-0.191769132968519" "0.138912923691296" "-0.518932634814815" "-0.377019482037037" "-0.971056501481481" "-0.95805876537037" "-0.978876438333333" "-0.0319265467387037" "-0.686268420555556" "-0.361987566851852" "-0.420865007777778" "-0.48653265537037" "-0.303657714259259" "-0.702402935925926" "-0.591668608148148" "-0.242828577444444" "-0.407238683703704" "-0.407238683703704" "-0.332208981481481" "-0.354550972203704" "-0.644363265" "0.0805646237194445" "-0.537026414814815" "-0.245529770296296" "-0.0606839140548148" "-0.723051140740741" "-0.304463188351852" "-0.365361208555556" "-0.543997593703704" "-0.267853662962963" "-0.324246009388889" "-0.259780308366667" "-0.416578270240741" "-0.617462492037037"
"16.WALKING" "16" "WALKING" "-0.108804049803922" "-0.404692523921569" "-0.0668246472745098" "-0.217351194313725" "-0.982469595490196" "0.00968444678235294" "0.00360803282352941" "-0.396223738431373" "-0.0695955689607843" "0.0818650735686274" "-0.654171847058823" "-0.0433876843176471" "-0.0532986670705882" "-0.675889722745098" "-0.47180926745098" "-0.47180926745098" "-0.403386563921569" "-0.665078404313725" "-0.722808438431373" "-0.321500667843137" "-0.244363048235294" "-0.409070488039216" "-0.0270392028607843" "0.0309811083103922" "-0.1665094895" "-0.454270822156863" "-0.422332394117647" "-0.402884115098039" "-0.396511933696078" "-0.453928997882353" "-0.06194972968" "-0.619731930392157" "-0.432885310980392" "-0.673741136862745" "-0.0870475841176471" "-0.285078729888235" "-0.156730901988235" "-0.592150985098039" "-0.580764892156863" "-0.441447754509804" "-0.237642386176471" "-0.721137001568627" "-0.488542242470588" "-0.745726853921569" "-0.29712247954902" "-0.314569762352941" "-0.159799790235294" "-0.405211902352941" "-0.973784841960784" "-0.961387254313726" "-0.982785281568627" "-0.425563858627451" "-0.44025821745098" "-0.359664220784314" "-0.612593634117647" "-0.365489530588235" "-0.653443039215686" "-0.712237752941177" "-0.571264779411765" "-0.664285747254902" "-0.525274238431373" "-0.525274238431373" "-0.416195224901961" "-0.62452416254902" "-0.735728050588235" "-0.354370678627451" "-0.180501317941176" "-0.334805240392157" "-0.433612657843137" "-0.45663628254902" "-0.313944907058824" "-0.61194087745098" "-0.403219791372549" "-0.605797548627451" "-0.469978010980392" "-0.374350867843137" "-0.679949470980392" "-0.714009806666667"
"17.WALKING" "17" "WALKING" "-0.109792122032787" "-0.31950017295082" "-0.179927382704918" "-0.190265949622951" "-0.980983351639344" "0.0130098548360656" "0.0243753334442623" "-0.355492635409836" "-0.0839773343770492" "0.0757132656704918" "-0.47981351295082" "-0.0379251328622951" "-0.0513807166754098" "-0.431296148196721" "-0.461837866885246" "-0.461837866885246" "-0.275672786229508" "-0.522494763606557" "-0.53970849147541" "-0.0650267622126229" "-0.382832802295082" "-0.304806274098361" "0.00857138068540984" "-0.0933328732232787" "-0.00913938103459016" "-0.194232721737705" "-0.523427055737705" "-0.343866129016393" "-0.40049341595082" "-0.446731876721311" "-0.080212051647541" "-0.490166286557377" "-0.398809217540984" "-0.504849290819672" "-0.0761681172065574" "-0.163270727868852" "0.0643687219081967" "-0.565162507704918" "-0.446991740491803" "-0.211231860180328" "0.376219464377049" "-0.615320077704918" "-0.469978902098361" "-0.520385479180328" "0.279795781795082" "-0.0175797885542623" "-0.265824489180328" "-0.342768814098361" "-0.968613202622951" "-0.956903248196721" "-0.981430903770492" "-0.0935385034" "-0.534303311639344" "-0.337100433278689" "-0.454932903934426" "-0.386044435409836" "-0.449731811311475" "-0.560203489016393" "-0.524422887377049" "-0.44158058" "-0.532540109016393" "-0.532540109016393" "-0.27692074704918" "-0.458675849508197" "-0.541279486721311" "-0.0556137930852459" "-0.262391594918033" "-0.263163221934426" "-0.0470379377672131" "-0.543872996229508" "-0.247473958721311" "-0.439238787704918" "-0.438768699508197" "-0.436720451967213" "-0.48022030704918" "-0.289593124918033" "-0.576977315737705" "-0.561111217540984"
"18.WALKING" "18" "WALKING" "-0.104218315464286" "-0.37600552125" "-0.254317085892857" "-0.0609313415892857" "-0.983010882678571" "0.0282745481892857" "0.010685091" "-0.368056913928571" "-0.0613727362975" "0.0944718394625" "-0.7044397775" "-0.0433771125875" "-0.0502631568175" "-0.578133968392857" "-0.460346465357143" "-0.460346465357143" "-0.42541866125" "-0.60851009125" "-0.726591779107143" "-0.24360627125" "-0.48977105125" "-0.378068199285714" "0.0639302961089286" "0.00488361554716071" "-0.185809715516071" "-0.361908549464286" "-0.601147246785714" "-0.375992795357143" "-0.337293285178571" "-0.206330044373214" "-0.0418478711428571" "-0.570898150714286" "-0.538152344821429" "-0.734901390178571" "-0.281459547160179" "-0.2355977771125" "-0.362903067678571" "-0.565563056964286" "-0.415303509357143" "-0.444453486071429" "-0.104259572476786" "-0.668908146607143" "-0.474985932803571" "-0.769408385535714" "-0.511805968571429" "-0.227005874892857" "-0.428348061071429" "-0.415875518571429" "-0.975311658928571" "-0.97248384875" "-0.983347008035714" "-0.320158763392857" "-0.633325860714286" "-0.349511216607143" "-0.496431539642857" "-0.511417204821429" "-0.704731894821429" "-0.694925789464286" "-0.663259579285714" "-0.539646897321429" "-0.525311189642857" "-0.525311189642857" "-0.426736195714286" "-0.5682437425" "-0.735356753392857" "-0.267273644642857" "-0.439861578035714" "-0.298336604821429" "-0.320264113035714" "-0.664327149285714" "-0.288264183571429" "-0.460890661785714" "-0.54840977125" "-0.642280360714286" "-0.469804846428571" "-0.4045983625" "-0.62346952625" "-0.721700396964286"
"19.WALKING" "19" "WALKING" "-0.122736673192308" "-0.0489049407963462" "-0.2233381" "-0.0898428797307692" "-0.9698614625" "0.0144113482019523" "-0.0327528722288462" "0.110306729315577" "-0.0751569333730769" "0.0798106981923077" "-0.0264357957923077" "-0.0307128442115385" "-0.0603091962115385" "0.0801186523134615" "-0.0993927171359615" "-0.0993927171359615" "0.0356558788076923" "-0.0218463165461538" "-0.271487480103846" "0.169258575663077" "-0.104423357596154" "-0.0578820787019231" "0.05707673046" "0.351860011634615" "-0.01425673475" "0.0107318703980769" "-0.129367902596154" "0.0908366492173077" "-0.388095890192308" "-0.0054044236" "-0.120556235188462" "-0.0973549846596154" "-0.01050470716" "-0.108388809533846" "-0.0765832364115385" "-0.0330194535942308" "-0.300753949230769" "-0.324793406057692" "-0.566986120576923" "-0.0222869586038462" "-0.106532005303846" "-0.141598402309615" "-0.275488295934615" "-0.336148733" "-0.142921394823077" "0.181801561185577" "-0.13947794235" "-0.127745852411538" "-0.958651200384615" "-0.929187930961539" "-0.9705212025" "0.0809271194038462" "-0.179390497475" "0.127148867766923" "-0.114406108840577" "-0.104202986482692" "-0.038191962675" "-0.291594827626923" "-0.213494065344231" "0.0978340287115385" "-0.239730343461538" "-0.239730343461538" "-0.0293120945903846" "0.0995163994557692" "-0.296969300753846" "0.112615077990385" "-0.233872331063462" "0.00417788225769231" "0.0854010732076923" "-0.227829841936346" "0.270367373463462" "-0.133010285461538" "-0.220271190807692" "0.137569618255769" "-0.126649157742308" "0.0624766922461538" "-0.0994925633307692" "-0.280572860346154"
"20.WALKING" "20" "WALKING" "-0.113539477098039" "-0.208342792019608" "-0.344443913137255" "-0.035130214" "-0.970327266470588" "-0.0210619558882353" "0.00634457223529412" "-0.090645041854902" "-0.074105054612549" "0.0851359929294118" "-0.23294061427451" "-0.0514175758627451" "-0.0549273707529412" "-0.253227445431373" "-0.156930391921569" "-0.156930391921569" "0.0210765716843137" "-0.0367853189588235" "-0.149864146847059" "0.403465950921569" "-0.272213861705882" "-0.234985644352941" "-0.00368602589490196" "0.239414630235294" "-0.23403459745098" "0.157933952294118" "-0.34599447627451" "-0.122237205541176" "-0.475080055294118" "-0.152723042398039" "-0.262721033509804" "0.0310145965868627" "-0.108892495684314" "-0.279931528352941" "0.00139730354666667" "-0.0890585991356863" "-0.0625579652823529" "-0.389934004313725" "-0.70002953627451" "-0.0310650270227451" "-0.171908315901961" "-0.196210236058824" "-0.432086074445098" "-0.171975765239216" "-0.224210773058824" "0.489771808627451" "-0.228734217372549" "-0.250771439607843" "-0.962003383529412" "-0.953850439607843" "-0.970984228431373" "0.244310894098039" "-0.387664584313725" "-0.0800478773490196" "0.0858321519372549" "-0.165748467372549" "-0.236690562901961" "-0.127554090666667" "-0.22704432732549" "-0.239331807190196" "-0.28873835745098" "-0.28873835745098" "-0.047853829645098" "0.0421797087919608" "-0.250292368431373" "0.438436341294118" "-0.26649772672549" "-0.11032537048902" "0.255614062961569" "-0.427690451960784" "0.061371280027451" "0.107704805445098" "-0.264957205764706" "-0.160838360180392" "-0.162882090145098" "0.0733073172568628" "-0.0959087324215686" "-0.0902030154960784"
"21.WALKING" "21" "WALKING" "-0.104319332403846" "-0.297814843538462" "-0.370984549423077" "-0.220947960192308" "-0.969576355384615" "0.00235197553846154" "-0.0101813421307692" "-0.114888873837692" "-0.0590294439942308" "0.0983715930038462" "-0.432232883846154" "-0.0515650260576923" "-0.0621192104076923" "-0.238908311384615" "-0.299709752173077" "-0.299709752173077" "-0.0838487968942308" "-0.408304434423077" "-0.450369988846154" "0.0338465813711538" "-0.300309066730769" "-0.308547185288462" "0.0431149928317308" "0.0951469189174423" "-0.0639441579984615" "-0.112564739084615" "-0.405700157884615" "-0.107412802661538" "-0.364918893846154" "-0.296175012211538" "-0.0692818133353846" "-0.371744086730769" "-0.283262474865385" "-0.491859244230769" "-0.0170361394057692" "-0.140755965930769" "-0.424407778653846" "-0.438149791153846" "-0.278093694153846" "-0.0186734409634615" "0.519760704057692" "-0.512249343076923" "-0.328584652903846" "-0.429323466346154" "0.277185740898077" "0.0540880509209615" "-0.16868872575" "-0.338632558846154" "-0.964144520576923" "-0.974939388076923" "-0.9697083625" "-0.0347143855729423" "-0.425142604807692" "-0.137294745484423" "-0.397892316730769" "-0.311875599423077" "-0.414843977884615" "-0.482854309807692" "-0.494927657115385" "-0.248895380019231" "-0.368165223653846" "-0.368165223653846" "-0.0988852953384615" "-0.351878630769231" "-0.473238376346154" "-0.00256294245192308" "-0.164961027194231" "-0.246460634461538" "-0.0148415165923077" "-0.443563412692308" "0.0187918805980769" "-0.419400879423077" "-0.385505359038462" "-0.306694165" "-0.348571809692308" "-0.126020459942308" "-0.475130590769231" "-0.459294230192308"
"22.WALKING" "22" "WALKING" "-0.107112510934783" "-0.00865921919565217" "-0.259644937173913" "0.0233780056086957" "-0.969643448043478" "0.0356746339782609" "0.00443691445434783" "0.0358787094391304" "-0.0960880731804348" "0.0775266594847826" "-0.318537865869565" "-0.0321910702173913" "-0.0569812455608696" "-0.226656401521739" "-0.161591787478261" "-0.161591787478261" "0.111532924945652" "-0.390775683913043" "-0.503106312391304" "0.145367520371739" "-0.25521651373913" "0.0243958191369565" "0.309767108065217" "0.306473449913043" "0.302413409565217" "0.159995613695652" "-0.281973435652174" "0.0180047785304348" "-0.0787882256" "-0.00391608825652174" "-0.111563249382609" "-0.501176901956522" "-0.083501182326087" "-0.374496318695652" "-0.11413463273913" "0.06771682861" "-0.194628011804348" "-0.381399308043478" "-0.549185696521739" "0.158286745226087" "0.344756733347826" "-0.464019127391304" "-0.257365368043478" "-0.476405270434783" "0.4495362155" "0.100384246321739" "-0.213351968804348" "-0.0129769320782609" "-0.963639340217391" "-0.955147847391304" "-0.970375481304348" "0.225542290191304" "-0.313155902608696" "0.05745938645" "-0.486322106521739" "-0.151439515130435" "-0.297495817391304" "-0.651875468913043" "-0.234278150891304" "-0.263412915652174" "-0.249049135869565" "-0.249049135869565" "0.0850860269304348" "-0.298578990652174" "-0.525523402173913" "0.00386841059347826" "-0.253643608304348" "-0.0571872394826087" "0.213423556139739" "-0.343195610652174" "0.176362711795652" "-0.481624411086957" "-0.253173876956522" "-0.229305398913043" "-0.204567075391304" "0.100037638617391" "-0.450068415434783" "-0.532640532173913"
